uwi,long,lat,lease,operator,fake_number
1570,-97.1602589,29.9443337,BONNO S,BBX OPERATING LIMITED LIABILITY CORP,36
1571,-97.1350304,30.2092462,MAGGIE UNIT,CREATIVE OIL & GAS OPERATING LLC,9
1572,-97.1302608,30.1845572,MARBURGER ALLAN,GEOSOUTHERN ENERGY CORPORATION,71
1573,-97.1247935,30.196496,HERMS ERNA,GEOSOUTHERN ENERGY CORPORATION,73
1574,-97.1371511,30.1767206,WEBB UNIT,CREATIVE OIL & GAS OPERATING LLC,66
1575,-97.1380983,30.1623394,TYRA,CREATIVE OIL & GAS OPERATING LLC,18
1576,-97.1086611,30.2167722,KUHN,LEEXUS OIL LIMITED LIABILITY CORP,66
1577,-97.1182445,30.2068823,SCHINDLER,GEOSOUTHERN ENERGY CORPORATION,22
1578,-97.1172639,30.2305917,SMITH,GEOSOUTHERN ENERGY CORPORATION,44
1579,-97.1264569,30.1870347,MARBUGER ALLAN,GEOSOUTHERN ENERGY CORPORATION,67
1580,-97.0999382,30.2273415,KUHN `A`,LEEXUS OIL LIMITED LIABILITY CORP,63
1581,-97.1216403,30.2127022,ZIMMERHANZEL,GEOSOUTHERN ENERGY CORPORATION,72
1582,-97.1076743,30.2212044,HODDE,GEOSOUTHERN ENERGY CORPORATION,83
1583,-97.1229847,30.1931322,MARBURGER ALLAN,GEOSOUTHERN ENERGY CORPORATION,83
1584,-97.09938,30.2486482,GRAETER,GEOSOUTHERN ENERGY CORPORATION,1
1585,-97.0409998,30.0734808,DROEMER 114 UNIT,WILDHORSE RESOURCES MANAGEMENT CO LLC,29
1586,-97.0742778,30.082575,RUSSELL,ONE CYPRESS TRUCKING INCORPORATED,97
1587,-97.0850728,30.0823311,GILLET UNIT,ONE CYPRESS TRUCKING INCORPORATED,52
1588,-97.0978265,30.0822034,WILLMON,ONE CYPRESS TRUCKING INCORPORATED,67
1589,-97.0986444,30.0913167,HAMILTON-READER,ONE CYPRESS TRUCKING INCORPORATED,2
1590,-99.074581,33.6189804,COWAN RANCH `206`,VERDUGO-PABLO ENERGY LLC,49
1591,-99.0331397,33.5859201,COVINGTON,METANO ENERGY III LIMITED PARTNERSHIP,49
1592,-99.0326856,33.5835047,COVINGTON,METANO ENERGY III LIMITED PARTNERSHIP,34
1593,-98.9956814,33.5864389,COVINGTON,METANO ENERGY III LIMITED PARTNERSHIP,48
1594,-98.989395,33.585142,BUCKALEW,VERDUGO-PABLO ENERGY LLC,15
1595,-99.0709908,33.6139139,CAROLYN 207,VERDUGO-PABLO ENERGY LLC,93
1596,-97.9829816,28.6210687,GORDON GAS UNIT,PIONEER NATURAL RESOURCES USA INC,81
1597,-98.0003807,28.611512,ONEAL GAS UNIT,PIONEER NATURAL RESOURCES USA INC,76
1598,-98.0288872,28.5983581,LEPPARD J A,PIONEER NATURAL RESOURCES USA INC,86
1599,-98.0211805,28.5913623,CURRER G W GAS UNIT,PIONEER NATURAL RESOURCES USA INC,65
1600,-98.0305219,28.5882078,TURNER S E GAS UNIT,PIONEER NATURAL RESOURCES USA INC,20
1601,-97.982918,28.62782,GORDON GAS UNIT,PIONEER NATURAL RESOURCES USA INC,10
1602,-98.009713,28.599597,BUES HENRY GAS UNIT,PIONEER NATURAL RESOURCES USA INC,17
1603,-98.0067974,28.6043165,ONEAL GAS UNIT,PIONEER NATURAL RESOURCES USA INC,78
1604,-98.0234684,28.5976495,BUES HENRY GAS UNIT,PIONEER NATURAL RESOURCES USA INC,61
1605,-97.9878913,28.6243005,TOMASEK GAS UNIT,PIONEER NATURAL RESOURCES USA INC,94
1606,-98.0288158,28.5950208,BUES HENRY GAS UNIT,PIONEER NATURAL RESOURCES USA INC,3
1607,-97.9912376,28.6095955,TOMASEK GAS UNIT,PIONEER NATURAL RESOURCES USA INC,84
1608,-98.0045239,28.6065799,ONEAL GAS UNIT,PIONEER NATURAL RESOURCES USA INC,8
1609,-97.9872822,28.6194675,TOMASEK GAS UNIT,PIONEER NATURAL RESOURCES USA INC,39
1610,-97.998502,28.610693,ONEAL GAS UNIT,PIONEER NATURAL RESOURCES USA INC,7
1611,-97.99345,28.6169,TOMASEK GAS UNIT,PIONEER NATURAL RESOURCES USA INC,22
1612,-98.0011894,28.6091304,ONEAL GAS UNIT,PIONEER NATURAL RESOURCES USA INC,63
1613,-98.00874,28.59821,BUES HENRY GAS UNIT,PIONEER NATURAL RESOURCES USA INC,14
1614,-97.9762897,28.6185024,GORDON ALBERT GAS UNIT,PIONEER NATURAL RESOURCES USA INC,26
1615,-97.9723201,28.6229398,OLSON AMANDA GAS UNIT,PIONEER NATURAL RESOURCES USA INC,59
1616,-98.0307757,28.5948083,BUES HENRY GAS UNIT,PIONEER NATURAL RESOURCES USA INC,33
1617,-97.9742102,28.6210251,GORDON ALBERT GAS UNIT,PIONEER NATURAL RESOURCES USA INC,78
1618,-97.9765639,28.6323973,OLSON AMANDA GAS UNIT,PIONEER NATURAL RESOURCES USA INC,14
1619,-98.0419517,28.5860294,TURNER GAS UNIT,PIONEER NATURAL RESOURCES USA INC,5
1620,-97.9702379,28.6248211,OLSON AMANDA GAS UNIT,PIONEER NATURAL RESOURCES USA INC,46
1621,-98.04207,28.583234,TURNER GAS UNIT,PIONEER NATURAL RESOURCES USA INC,56
1622,-98.04233,28.59221,TURNER GAS UNIT,PIONEER NATURAL RESOURCES USA INC,95
1623,-98.00352,28.60728,ONEAL GAS UNIT,PIONEER NATURAL RESOURCES USA INC,64
1624,-98.0317902,28.5837386,TURNER GAS UNIT,PIONEER NATURAL RESOURCES USA INC,33
1625,-98.0330983,28.594022,TURNER GAS UNIT,PIONEER NATURAL RESOURCES USA INC,4
1626,-97.9335412,28.6617506,GOING MADGE,PIONEER NATURAL RESOURCES USA INC,64
1627,-98.01947,28.59384,BUES HENRY GAS UNIT,PIONEER NATURAL RESOURCES USA INC,21
1628,-97.9377389,28.6526513,MANSKER RANCH GAS UNIT,PIONEER NATURAL RESOURCES USA INC,64
1629,-98.0090339,28.598511,BUES HENRY GAS UNIT,PIONEER NATURAL RESOURCES USA INC,9
1630,-98.0029094,28.6026929,ONEAL GAS UNIT,PIONEER NATURAL RESOURCES USA INC,31
1631,-97.9530516,28.6424259,SCHROEDER GAS UNIT,PIONEER NATURAL RESOURCES USA INC,12
1632,-97.9680093,28.6335744,GENTRY HOYT GAS UNIT,PIONEER NATURAL RESOURCES USA INC,5
1633,-97.930382,28.6616847,GOING WINNIE MADGE GAS UNIT,PIONEER NATURAL RESOURCES USA INC,100
1634,-97.9509389,28.6436264,SCHROEDER GAS UNIT,PIONEER NATURAL RESOURCES USA INC,93
1635,-98.017072,28.5975604,BUES GAS UNIT,PIONEER NATURAL RESOURCES USA INC,92
1636,-97.9282667,28.6662278,ZUNIGA GAS UNIT,STATOIL TEXAS ONSHORE PROPERTY LLC,5
1637,-98.0277022,28.6003696,LEPPARD J A GAS UNIT,PIONEER NATURAL RESOURCES USA INC,81
1638,-97.9973263,28.6034612,ONEAL GAS UNIT,PIONEER NATURAL RESOURCES USA INC,97
1639,-98.0413253,28.5873438,TURNER GAS UNIT,PIONEER NATURAL RESOURCES USA INC,79
1640,-97.9785019,28.6155961,GORDON GAS UNIT,PIONEER NATURAL RESOURCES USA INC,57
1641,-97.9432946,28.6504492,MANSKER RANCH GAS UNIT,PIONEER NATURAL RESOURCES USA INC,89
1642,-98.0270776,28.5888892,TURNER GAS UNIT,PIONEER NATURAL RESOURCES USA INC,48
1643,-98.0422939,28.5907323,TURNER GAS UNIT,PIONEER NATURAL RESOURCES USA INC,68
1644,-97.9911393,28.6081439,TOMASEK GAS UNIT,PIONEER NATURAL RESOURCES USA INC,83
1645,-97.950308,28.642822,SCHROEDER,PIONEER NATURAL RESOURCES USA INC,29
1646,-97.9294976,28.685519,NICHOLS GAS UNIT,STATOIL TEXAS ONSHORE PROPERTY LLC,79
1647,-97.9535328,28.64641,SCHROEDER GAS UNIT,PIONEER NATURAL RESOURCES USA INC,6
1648,-97.9535328,28.64641,SCHROEDER GAS UNIT,PIONEER NATURAL RESOURCES USA INC,90
1649,-98.0386478,28.5834985,TURNER GAS UNIT,PIONEER NATURAL RESOURCES USA INC,17
1650,-98.0243169,28.5961546,BUES HENRY GAS UNIT,PIONEER NATURAL RESOURCES USA INC,14
1651,-98.0208777,28.6050128,BUES HENRY GAS UNIT,PIONEER NATURAL RESOURCES USA INC,82
1652,-97.9857371,28.6376081,CARLSON-DANFORTH,STATOIL TEXAS ONSHORE PROPERTY LLC,47
1653,-98.0022687,28.6094971,ONEAL GAS UNIT,PIONEER NATURAL RESOURCES USA INC,89
1654,-98.0084584,28.600055,BUES HENRY GAS UNIT,PIONEER NATURAL RESOURCES USA INC,79
1655,-98.0422402,28.585427,TURNER GAS UNIT,PIONEER NATURAL RESOURCES USA INC,76
1656,-98.0422402,28.585427,TURNER GAS UNIT,PIONEER NATURAL RESOURCES USA INC,68
1657,-97.9436722,28.6634444,JOHNSTON GAS UNIT 1,STATOIL TEXAS ONSHORE PROPERTY LLC,44
1658,-98.041528,28.5929881,TURNER GAS UNIT,PIONEER NATURAL RESOURCES USA INC,4
1659,-97.9754586,28.6198581,GORDON GAS UNIT,PIONEER NATURAL RESOURCES USA INC,94
1660,-97.9361056,28.6948806,JOHNSTON GAS UNIT 2,STATOIL TEXAS ONSHORE PROPERTY LLC,72
1661,-98.0126466,28.6050596,ONEAL GAS UNIT,PIONEER NATURAL RESOURCES USA INC,14
1662,-97.9870488,28.6150407,TOMASEK GAS UNIT,PIONEER NATURAL RESOURCES USA INC,50
1663,-97.931036,28.6621587,WINNIE MADGE GOING GAS UNIT,PIONEER NATURAL RESOURCES USA INC,27
1664,-97.9444795,28.655022,MANSKER RANCH GAS UNIT,PIONEER NATURAL RESOURCES USA INC,65
1665,-97.9403278,28.6596517,MANSKER RANCH GAS UNIT,PIONEER NATURAL RESOURCES USA INC,15
1666,-97.9446663,28.6605588,MANSKER RANCH GAS UNIT,PIONEER NATURAL RESOURCES USA INC,98
1667,-98.0002228,28.6136027,ONEAL GAS UNIT,PIONEER NATURAL RESOURCES USA INC,15
1668,-98.0441701,28.5941043,BENHAM ERNA P GAS UNIT,PIONEER NATURAL RESOURCES USA INC,90
1669,-98.0032658,28.6008793,OVERBY,PIONEER NATURAL RESOURCES USA INC,55
1670,-97.978196,28.6151783,GORDON GAS UNIT,PIONEER NATURAL RESOURCES USA INC,87
1671,-97.9359553,28.6796772,JOHNSTON GAS UNIT 3,STATOIL TEXAS ONSHORE PROPERTY LLC,58
1672,-97.9974319,28.6175057,TOMASEK GAS UNIT,PIONEER NATURAL RESOURCES USA INC,56
1673,-97.9872566,28.6210664,TOMASEK GAS UNIT,PIONEER NATURAL RESOURCES USA INC,86
1674,-98.007196,28.5571812,MAGGIE GAS UNIT,EOG RESOURCES INCORPORATED,100
1675,-97.9168325,28.6916902,KOCUREK GAS UNIT 1,STATOIL TEXAS ONSHORE PROPERTY LLC,20
1676,-97.9994105,28.6166418,TOMASEK GAS UNIT,PIONEER NATURAL RESOURCES USA INC,27
1677,-97.9455389,28.6854167,JOHNSTON GAS UNIT 2,STATOIL TEXAS ONSHORE PROPERTY LLC,61
1678,-97.9395652,28.7027747,STOCKTON GAS UNIT 1,STATOIL TEXAS ONSHORE PROPERTY LLC,38
1679,-97.9505758,28.695925,CARLYON GAS UNIT 1,STATOIL TEXAS ONSHORE PROPERTY LLC,90
1680,-97.95765,28.6867694,NICHOLS J T GAS UNIT 1,STATOIL TEXAS ONSHORE PROPERTY LLC,54
1681,-98.0621624,28.6648633,WINDHAM A,BHP BILLITON PETROLEUM(TXLA OP) COMPANY,36
1682,-98.0338889,28.6725,RANCHO SALADO,BURLINGTON RESOURCES O&G CO LP,1
1683,-98.0308901,28.6434341,BORN A,BHP BILLITON PETROLEUM(TXLA OP) COMPANY,73
1684,-98.0269444,28.6744444,RANCHO SALADO EAST UNIT A,BURLINGTON RESOURCES O&G CO LP,37
1685,-97.9662167,28.6736222,MIXON 01,PIONEER NATURAL RESOURCES USA INC,63
1686,-98.0160334,28.6601694,GILL 01,PIONEER NATURAL RESOURCES USA INC,60
1687,-98.0469444,28.6644444,KENNEDY KAREN UNIT A,BURLINGTON RESOURCES O&G CO LP,99
1688,-97.9959611,28.6529611,STEWART 01,PIONEER NATURAL RESOURCES USA INC,96
1689,-98.0013972,28.66545,POSTEL 01,PIONEER NATURAL RESOURCES USA INC,66
1690,-98.0512602,28.6228518,WERNLI 01,PIONEER NATURAL RESOURCES USA INC,24
1691,-98.0373292,28.6527553,MC CARN B,BHP BILLITON PETROLEUM(TXLA OP) COMPANY,25
1692,-98.0607639,28.6184694,FRANKE 01,PIONEER NATURAL RESOURCES USA INC,14
1693,-98.0218414,28.6454806,BOSWELL 01,PIONEER NATURAL RESOURCES USA INC,22
1694,-98.0418539,28.6527747,MCCARN A,BHP BILLITON PETROLEUM(TXLA OP) COMPANY,45
1695,-98.0083096,28.6647913,ALVARADO 01,PIONEER NATURAL RESOURCES USA INC,51
1696,-98.0580117,28.6299239,OPIELA 01,PIONEER NATURAL RESOURCES USA INC,71
1697,-98.0200109,28.6598486,BOSWELL 02,PIONEER NATURAL RESOURCES USA INC,66
1698,-98.0431523,28.6539944,WERNLI WALTER 01,PIONEER NATURAL RESOURCES USA INC,4
1699,-98.0581922,28.6680753,KENNEDY KAREN UNIT A,BURLINGTON RESOURCES O&G CO LP,93
1700,-98.0581936,28.6680258,ARNOLD UNIT A,BURLINGTON RESOURCES O&G CO LP,4
1701,-98.0761111,28.6566667,KENNEDY BETTY UNIT B,BURLINGTON RESOURCES O&G CO LP,50
1702,-98.0232,28.6759528,RANCHO SALADO EAST UNIT A,BURLINGTON RESOURCES O&G CO LP,93
1703,-98.6476789,29.2306815,TAYLOR,RED CHALK RESOURCES LLC,85
1704,-98.793205,29.2590893,LIEBE-HOUSE /A/,SIMCO OIL LLC,55
1705,-98.7524556,29.3139424,ILTIS MATHILDA,SIMCO OIL LLC,54
1706,-98.7523932,29.23512,PTD UN 1,QUEST RESEARCH & DEV CORPORATION,51
1707,-98.3652369,29.1954272,BAKER T H,KIDD PRODUCTION COMPANY,49
1708,-101.6822014,32.6745072,JO-MILL UNIT,CHEVRON U S A INCORPORATED,56
1709,-101.6313956,32.6506355,JO-MILL UNIT,CHEVRON U S A INCORPORATED,38
1710,-101.649413,32.646702,JO-MILL UNIT,CHEVRON U S A INCORPORATED,82
1711,-101.5021742,32.9265869,CLAYTON,REATTA ENERGY INCORPORATED,61
1712,-101.6082705,32.6397087,JO-MILL UNIT,CHEVRON U S A INCORPORATED,17
1713,-101.6608806,32.6755194,JO-MILL UNIT,CHEVRON U S A INCORPORATED,5
1714,-101.633735,32.650568,JO-MILL UNIT,CHEVRON U S A INCORPORATED,5
1715,-101.6581341,32.6782775,JO-MILL UNIT,CHEVRON U S A INCORPORATED,23
1716,-101.65425,32.56388,JO-MILL UNIT,CHEVRON U S A INCORPORATED,66
1717,-101.64065,32.6692472,JO-MILL UNIT,CHEVRON U S A INCORPORATED,22
1718,-101.62995,32.6695889,JO-MILL UNIT,CHEVRON U S A INCORPORATED,92
1719,-101.5774337,32.628795,ROADRUNNER,OGX RESOURCES LIMITED LIABILITY CORP,93
1720,-101.6813064,32.6732335,JO-MILL UNIT,CHEVRON U S A INCORPORATED,24
1721,-101.6074593,32.6368669,JO-MILL UNIT,CHEVRON U S A INCORPORATED,97
1722,-101.6563621,32.6322525,JO-MILL UNIT,CHEVRON U S A INCORPORATED,10
1723,-101.658,32.617,JO-MILL UNIT,CHEVRON U S A INCORPORATED,27
1724,-101.6218825,32.635783,JO-MILL UNIT,CHEVRON U S A INCORPORATED,15
1725,-101.6293206,32.6567962,JO-MILL UNIT,CHEVRON U S A INCORPORATED,73
1726,-101.6660581,32.6142828,JO-MILL UNIT,CHEVRON U S A INCORPORATED,84
1727,-101.6497853,32.5964486,JO-MILL UNIT,CHEVRON U S A INCORPORATED,95
1728,-101.6446937,32.5857377,JO-MILL UNIT,CHEVRON U S A INCORPORATED,39
1729,-101.6391694,32.5948639,JO-MILL UNIT,CHEVRON U S A INCORPORATED,9
1730,-101.6456205,32.5891917,JO-MILL UNIT,CHEVRON U S A INCORPORATED,15
1731,-101.6408108,32.5984161,JO-MILL UNIT,CHEVRON U S A INCORPORATED,99
1732,-101.667,32.618,JO-MILL UNIT,CHEVRON U S A INCORPORATED,47
1733,-101.6478658,32.6079542,JO-MILL UNIT,CHEVRON U S A INCORPORATED,59
1734,-101.6455522,32.6002398,JO-MILL UNIT,CHEVRON U S A INCORPORATED,78
1735,-101.612,32.654,JO-MILL UNIT,CHEVRON U S A INCORPORATED,51
1736,-101.6509388,32.5914608,JO-MILL UNIT,CHEVRON U S A INCORPORATED,61
1737,-101.5325937,32.8183234,MESQUITE CREEK B,URBAN OIL & GAS GROUP LLC,74
1738,-101.6477294,32.6041941,JO-MILL UNIT,CHEVRON U S A INCORPORATED,47
1739,-101.5487722,32.6278361,CLAYTON-JOHNSON,LEGACY RESERVES OPERATING LP,25
1740,-101.4977598,32.69138,JACKSON,PIE OPERATING LLC,25
1741,-101.5059814,32.6897228,EVERETT 7,PIE OPERATING LLC,82
1742,-101.5387031,32.8133775,REBECCA,URBAN OIL & GAS GROUP LLC,4
1743,-101.4909547,32.9168897,ROY,URBAN OIL & GAS GROUP LLC,58
1744,-101.4949222,32.9037528,ROY,URBAN OIL & GAS GROUP LLC,28
1745,-101.4919,32.91641,ROY,URBAN OIL & GAS GROUP LLC,58
1746,-101.522081,32.639393,MULESHOE 32-26 BDN,ENERVEST OPERATING LLC,52
1747,-101.5355338,32.8056139,REBECCA,URBAN OIL & GAS GROUP LLC,24
1748,-101.4881598,32.9056645,ROY,URBAN OIL & GAS GROUP LLC,95
1749,-101.5402631,32.8063867,REBECCA,URBAN OIL & GAS GROUP LLC,64
1750,-101.4020083,32.888075,NEWTON VICKIE 3801 POOLED UNIT,CALLON PETROLEUM OPERATING,65
1751,-101.5260775,32.9102411,MELANIE,URBAN OIL & GAS GROUP LLC,33
1752,-101.3535937,32.8665283,NEWTON SHIRLY 2301 POOLED UNIT,CALLON PETROLEUM OPERATING,79
1753,-101.5009714,32.8917242,ROY,URBAN OIL & GAS GROUP LLC,99
1754,-101.5060673,32.9454815,DEBBY,URBAN OIL & GAS GROUP LLC,77
1755,-101.5550306,32.8194361,REBECCA,URBAN OIL & GAS GROUP LLC,72
1756,-101.4694917,32.7553972,JOHNSON 39,CHOLLA PETROLEUM INCORPORATED,34
1757,-101.4813874,32.9350999,ROY,URBAN OIL & GAS GROUP LLC,3
1758,-101.471145,32.7728478,BENNETT 26-35,CHOLLA PETROLEUM INCORPORATED,61
1759,-101.5259518,32.8039459,REBECCA,URBAN OIL & GAS GROUP LLC,39
1760,-101.3009944,32.733725,GRAY 231,APACHE CORPORATION,30
1761,-101.4995417,32.8918611,ROY,URBAN OIL & GAS GROUP LLC,66
1762,-101.4995417,32.8918611,ROY,URBAN OIL & GAS GROUP LLC,50
1763,-101.2010389,32.8031556,BEAVER 352,APACHE CORPORATION,93
1764,-101.2111267,32.9045094,JONES 519,OBENCO INCORPORATED,83
1765,-101.4504964,32.5361562,HIGGINBOTHAM 30-19,SURGE OPERATING LLC,92
1766,-101.3873435,32.5504378,CASSIDY 26-23,SURGE OPERATING LLC,53
1767,-101.5467445,32.5504361,DYESS 17-8,SURGE OPERATING LLC,2
1768,-101.6892124,32.7095101,CANON 33,PPC OPERATING COMPANY LLC,50
1769,-101.2024111,32.904375,JONES 519,OBENCO INCORPORATED,89
1770,-101.5194773,32.5730763,GOOD CLARA 10-15,SURGE OPERATING LLC,7
1771,-101.6045442,32.5275808,HARRIS 23-26,SURGE OPERATING LLC,97
1772,-101.604412,32.527522,HARRIS 23-26,SURGE OPERATING LLC,49
1773,-101.602623,32.528724,HARRIS 23-26,SURGE OPERATING LLC,69
1774,-101.5831596,32.6081555,ZAGATO 42 43,KOCH EXPLORATION COMPANY LLC,76
1775,-101.600606,32.52911,HARRIS 23-26,SURGE OPERATING LLC,51
1776,-101.541237,32.542489,DRAGON UNIT B 20-29,SURGE OPERATING LLC,8
1777,-101.5421392,32.5441861,DYESS 17-8,SURGE OPERATING LLC,36
1778,-101.5494092,32.5404958,DRAGON UNIT A 20-29,SURGE OPERATING LLC,33
1779,-101.482134,32.588927,KRAKEN UNIT A 06-43,SURGE OPERATING LLC,48
1780,-101.4338743,32.5401038,LEVIATHAN UNIT B 29-20,SURGE OPERATING LLC,11
1781,-97.6458077,32.1297784,MITCHELL JOE,XTO ENERGY INCORPORATED,22
1782,-97.7046571,32.0888033,TOMONA,XTO ENERGY INCORPORATED,10
1783,-97.53291,31.99739,WALKER J,ATLAS BARNETT LLC,26
1784,-97.5338493,31.9975254,WALKER J,ATLAS BARNETT LLC,41
1785,-97.7228833,32.1582722,SETH ELEVEN,XTO ENERGY INCORPORATED,39
1786,-97.6574161,32.1581007,COJO,XTO ENERGY INCORPORATED,86
1787,-97.7270054,32.100911,BIG TRICKLE,DTE GAS RESOURCES LIMITED LIABILITY CORP,15
1788,-97.7830759,32.1030988,MOE,ALARON ENERGY INCORPORATED,99
1789,-97.5296397,31.8622905,SEA SERPENT,BLUESTONE NATURAL RES II LLC,11
1790,-97.7386152,32.0720154,STEWART,ALARON ENERGY INCORPORATED,55
1791,-97.5305778,32.0596833,BENDER,BLUESTONE NATURAL RES II LLC,26
1792,-97.6400053,32.0048394,MASTER SHAKE UNIT,QUICKSILVER RESOURCES INCORPORATED,35
1793,-97.552776,32.06555,FRY UNIT,QUICKSILVER RESOURCES INCORPORATED,74
1794,-97.6306787,32.1454731,WOLVERINE UNIT,QUICKSILVER RESOURCES INCORPORATED,75
1795,-97.5923034,32.1302331,MARVEL GIRL,BLUESTONE NATURAL RES II LLC,72
1796,-97.6325937,32.1346203,MAGNETO,QUICKSILVER RESOURCES INCORPORATED,88
1797,-97.6125851,31.9172895,BERGS ANNA BELLE,QUICKSILVER RESOURCES INCORPORATED,43
1798,-97.5403928,32.083749,NIBBLER UNIT,BLUESTONE NATURAL RES II LLC,83
1799,-97.738759,32.0719415,STEWART,ALARON ENERGY INCORPORATED,56
1800,-97.5684187,32.1052861,FARNSWORTH UNIT,BLUESTONE NATURAL RES II LLC,36
1801,-97.4561047,31.9151445,STEWIE,QUICKSILVER RESOURCES INCORPORATED,55
1802,-97.5709934,32.0861749,WIRZ WEST UNIT,BLUESTONE NATURAL RES II LLC,50
1803,-97.5679945,32.0876093,WIRZ WEST UNIT,BLUESTONE NATURAL RES II LLC,48
1804,-97.6388994,32.1767989,ROOSEVELT TEDDY,BLUESTONE NATURAL RES II LLC,84
1805,-97.5011306,32.1478161,CHISHOLM TRAIL RANCH,WPX ENERGY GULF COAST LP,76
1806,-97.5012111,32.1478056,CHISHOLM TRAIL RANCH,WPX ENERGY GULF COAST LP,3
1807,-97.5715139,32.1438444,WCR,RANGE PRODUCTION COMPANY,51
1808,-97.5013,32.1348722,CHISHOLM TRAIL RANCH,TRINITY RIVER ENERGY OPERATING,11
1809,-94.0773275,33.3636239,SHIDET R G,LONG OPERATING L L C,23
1810,-94.6538889,33.3381389,JACKSON,CARR RESOURCES INCORPORATED,11
1811,-95.2490009,29.5063876,HASTING WEST UNIT,DENBURY ONSHORE LLC,41
1812,-95.6670756,29.1629621,CLARITE SMITH,RUSSELL OTIS,21
1813,-95.2389653,29.4906261,WEST HASTINGS UNIT,DENBURY ONSHORE LLC,96
1814,-95.3358687,29.4944984,BELCHER W T `B`,DENBURY ONSHORE LLC,27
1815,-95.7175923,29.0388937,OLD OCEAN UNIT,HILCORP ENERGY COMPANY,76
1816,-96.191978,30.758259,FREDRICKS,CENTEX ENERGY LLC,23
1817,-96.2145839,30.7436897,MCKINNEY UNIT 1,MCDANIEL COMPANY INCORPORATED THE,82
1818,-96.2622784,30.7576561,HOLUBEC UNIT 1,OWS ENERGY INCORPORATED,6
1819,-96.2757567,30.8067873,KURTEN WOODBINE UNIT,VESS OIL CORPORATION,15
1820,-96.2908306,30.8098111,GILPIN UNIT II,VESS OIL CORPORATION,48
1821,-96.2380913,30.7157634,GUEST CALVIN,DOUGLAS PETROLEUM INCORPORATED,42
1822,-96.2791798,30.4216544,MOORE ROBERT UNIT,CRAWFORD HUGHES OPERATING CO,70
1823,-96.351091,30.6980848,PATE UNIT RE,HAWKWOOD ENERGY OPERATING LLC,85
1824,-96.3486134,30.7519234,KIM A,MARTINEAU PETROLEUM INC,66
1825,-96.2445057,30.4324259,TERRELL UNIT,SENECA RESOURCES CORPORATION,100
1826,-96.3101267,30.5104023,GARZA B UNIT,CLAYTON WILLIAMS ENERGY INCORPORATED,41
1827,-96.2794874,30.5561377,MCSWAIN-GLENN UNIT,CLAYTON WILLIAMS ENERGY INCORPORATED,83
1828,-96.2311114,30.6634641,DANSBY,BAKER BRENT OIL & GAS INCORPORATED,16
1829,-96.4973822,30.6245825,DUDAKE PAUL L UNIT,E2 OPERATING LLC,50
1830,-96.34355,30.663112,BWU,HAWKWOOD ENERGY OPERATING LLC,41
1831,-96.3535233,30.7143355,HONEY A,CENTEX ENERGY LLC,67
1832,-96.207701,30.582269,MCCULLOUGH,SHIDLER MARK L INCORPORATED,69
1833,-96.207701,30.582269,MCCULLOUGH,SHIDLER MARK L INCORPORATED,16
1834,-96.3354949,30.7054857,DAVID,HAWKWOOD ENERGY OPERATING LLC,29
1835,-96.3354949,30.7054857,DAVID,HAWKWOOD ENERGY OPERATING LLC,90
1836,-96.3430126,30.6859738,CONNOR-WHEELER,HAWKWOOD ENERGY OPERATING LLC,13
1837,-96.2091176,30.6493321,RAMROD-ANDERSON UN,RAMROD OIL AND GAS (USA) INCORPORATED,68
1838,-96.3061247,30.7556253,KRISTEN,BUFFCO PRODUCTION INCORPORATED,53
1839,-96.1940445,30.6409123,MITCHELL PASTURE,RAMROD OIL AND GAS (USA) INCORPORATED,21
1840,-96.3429745,30.8239454,LOCKE MAUDE,HOLLEY OIL COMPANY LLC,49
1841,-96.3952929,30.6881486,SMITH RICHARD `B`,HAWKWOOD ENERGY OPERATING LLC,70
1842,-96.3657879,30.7302427,PATRANELLA TRUST,CENTEX ENERGY LLC,56
1843,-96.4169317,30.7584697,WINDY HILL RANCH B,NORTHFIELD ENTERPRISES INCORPORATED,61
1844,-96.377519,30.710186,PERKINS-YAGER,HAWKWOOD ENERGY OPERATING LLC,46
1845,-96.3635219,30.7406143,WALTER,7711 CORPORATION THE,35
1846,-96.2780122,30.5843701,UVACEK,SHIDLER MARK L INCORPORATED,69
1847,-96.33054,30.7412756,STERN,7711 CORPORATION THE,2
1848,-96.3566372,30.65719,BWU,HAWKWOOD ENERGY OPERATING LLC,63
1849,-96.3805632,30.7363486,KIM UNIT,MARTINEAU PETROLEUM INC,48
1850,-96.2262977,30.649893,NOAH UNIT,KOUATLI AIMAN M,42
1851,-96.3733838,30.6410806,INTERNATIONAL SHOE,SOUTHERN BAY OPERATING LLC,52
1852,-96.3696303,30.7676416,PRESTON D,7711 CORPORATION THE,12
1853,-96.3661351,30.6422282,BRYAN (AUSTIN CHALK) POOLED UNIT,HAWKWOOD ENERGY OPERATING LLC,97
1854,-96.3769295,30.7582586,PATRANELLA C,HOLLEY OIL COMPANY LLC,55
1855,-96.3551384,30.6334719,AUSTIN BRYAN CHALK POOLED UNIT,HAWKWOOD ENERGY OPERATING LLC,37
1856,-96.3725539,30.7774058,JACKIE,HAWKWOOD ENERGY OPERATING LLC,52
1857,-96.3267115,30.7711755,MCDONALD - LORI,J & M WELL SALVAGE COMPANY,95
1858,-96.373073,30.6583712,BRYAN(AUSTIN CHALK) POOLED UNIT,HAWKWOOD ENERGY OPERATING LLC,39
