uwi,long,lat,lease,operator,fake_number
8159,-97.5105583,29.1229706,SEIDEL UNIT A,BURLINGTON RESOURCES O&G CO LP,15
8160,-97.5105095,29.122935,SEIDEL UNIT A,BURLINGTON RESOURCES O&G CO LP,21
8161,-97.6090169,29.0860009,WILLEKE A,DEVON ENERGY PRODUCTION COMPANY L P,47
8162,-97.6089787,29.0859704,WILLEKE A,DEVON ENERGY PRODUCTION COMPANY L P,43
8163,-97.6089367,29.08595,WILLEKE A,DEVON ENERGY PRODUCTION COMPANY L P,2
8164,-97.6865214,28.9903559,BUTLER W `A`,DEVON ENERGY PRODUCTION COMPANY L P,54
8165,-97.6864908,28.9903253,BUTLER W `A`,DEVON ENERGY PRODUCTION COMPANY L P,85
8166,-97.6088934,29.0859332,WILLEKE A,DEVON ENERGY PRODUCTION COMPANY L P,84
8167,-97.5978583,29.0060611,BRUNS 01,PIONEER NATURAL RESOURCES USA INC,25
8168,-97.5978139,29.0061333,BRUNS 01,PIONEER NATURAL RESOURCES USA INC,57
8169,-97.2630116,29.3122543,RATHKAMP UNIT,TEAL OPERATING LLC,1
8170,-97.2630667,29.3122056,BOENING UNIT,TEAL OPERATING LLC,34
8171,-97.5742472,29.0184278,DWORACZYK 01,PIONEER NATURAL RESOURCES USA INC,11
8172,-97.5741667,29.0183889,DWORACZYK 01,PIONEER NATURAL RESOURCES USA INC,17
8173,-97.5670698,29.0330469,WARLING 01,PIONEER NATURAL RESOURCES USA INC,91
8174,-97.567152,29.0330871,WARLING 01,PIONEER NATURAL RESOURCES USA INC,2
8175,-97.5325444,29.1177083,MARALDO A-403,BURLINGTON RESOURCES O&G CO LP,67
8176,-97.5325833,29.1176639,MARALDO A-403,BURLINGTON RESOURCES O&G CO LP,35
8177,-97.4396778,29.2127361,BISHOP A,DEVON ENERGY PRODUCTION COMPANY L P,62
8178,-97.5308861,29.0897472,BAKER D UNIT A,BURLINGTON RESOURCES O&G CO LP,85
8179,-97.5308861,29.0898028,BAKER D UNIT A,BURLINGTON RESOURCES O&G CO LP,48
8180,-97.5308833,29.0898583,BAKER D UNIT A,BURLINGTON RESOURCES O&G CO LP,66
8181,-97.4199112,29.1708027,LESKE LOTT UNIT,MARATHON OIL EF LLC,41
8182,-97.3189222,29.3123944,JUSTISS UNIT B,BURLINGTON RESOURCES O&G CO LP,40
8183,-97.7293417,28.9901083,SEIFERT C,DEVON ENERGY PRODUCTION COMPANY L P,68
8184,-97.7293427,28.9901483,SEIFERT C,DEVON ENERGY PRODUCTION COMPANY L P,69
8185,-97.7293417,28.9901889,SEIFERT C,DEVON ENERGY PRODUCTION COMPANY L P,13
8186,-97.7293403,28.9900667,SEIFERT C,DEVON ENERGY PRODUCTION COMPANY L P,40
8187,-97.4396232,29.2126217,BISHOP A,DEVON ENERGY PRODUCTION COMPANY L P,45
8188,-97.4396426,29.2126578,BISHOP A,DEVON ENERGY PRODUCTION COMPANY L P,44
8189,-97.4396593,29.2126944,BISHOP A,DEVON ENERGY PRODUCTION COMPANY L P,61
8190,-97.7297056,29.0048472,RUCKMAN RANCH UNIT,BURLINGTON RESOURCES O&G CO LP,61
8191,-97.3560111,29.2945186,SAINT CLAIR UNIT A,BURLINGTON RESOURCES O&G CO LP,80
8192,-97.6003167,29.0717889,BEDNORZ A,DEVON ENERGY PRODUCTION COMPANY L P,17
8193,-97.6003,29.0718065,BEDNORZ A,DEVON ENERGY PRODUCTION COMPANY L P,100
8194,-97.6002806,29.0718639,BEDNORZ A,DEVON ENERGY PRODUCTION COMPANY L P,22
8195,-97.6002611,29.0719028,BEDNORZ A,DEVON ENERGY PRODUCTION COMPANY L P,81
8196,-97.2944524,29.1841267,GOSSETT UNIT,MARATHON OIL EF LLC,81
8197,-97.4866083,29.1083222,FISHER C,DEVON ENERGY PRODUCTION COMPANY L P,8
8198,-97.4867019,29.108324,FISHER C,DEVON ENERGY PRODUCTION COMPANY L P,15
8199,-97.3188916,29.3124256,JUSTISS UNIT B,BURLINGTON RESOURCES O&G CO LP,96
8200,-97.3056611,29.1618083,HAMILTON WALLIS,MARATHON OIL EF LLC,18
8201,-97.2206444,29.3405111,FIELDS UNIT,TEAL OPERATING LLC,48
8202,-97.6136806,28.9868889,BOLDT 01,PIONEER NATURAL RESOURCES USA INC,77
8203,-97.6136351,28.9869622,BOLDT 01,PIONEER NATURAL RESOURCES USA INC,24
8204,-97.6106694,28.98995,BOLDT 01,PIONEER NATURAL RESOURCES USA INC,13
8205,-97.6106917,28.9900306,BOLDT 01,PIONEER NATURAL RESOURCES USA INC,82
8206,-97.5698639,29.1045389,CROZIER A,DEVON ENERGY PRODUCTION COMPANY L P,25
8207,-97.2198011,29.3429748,KAISER UNIT,TEAL OPERATING LLC,30
8208,-97.6658806,29.0573694,MEISCHEN R UNIT B,BURLINGTON RESOURCES O&G CO LP,47
8209,-97.3647306,29.2914556,KUCK UNIT A,BURLINGTON RESOURCES O&G CO LP,58
8210,-97.6716167,29.0620444,KLEIN G UNIT E,BURLINGTON RESOURCES O&G CO LP,26
8211,-97.6715556,29.0620444,KLEIN G UNIT E,BURLINGTON RESOURCES O&G CO LP,52
8212,-97.6714908,29.0620471,KLEIN G UNIT E,BURLINGTON RESOURCES O&G CO LP,62
8213,-97.3560361,29.2945498,SAINT CLAIR UNIT A,BURLINGTON RESOURCES O&G CO LP,23
8214,-97.3646995,29.2914849,KUCK UNIT A,BURLINGTON RESOURCES O&G CO LP,55
8215,-97.7286149,28.9855564,SEIFERT B,DEVON ENERGY PRODUCTION COMPANY L P,62
8216,-97.7286111,28.9855144,SEIFERT B,DEVON ENERGY PRODUCTION COMPANY L P,99
8217,-97.7358925,28.9877077,SEIFERT C,DEVON ENERGY PRODUCTION COMPANY L P,44
8218,-97.6307474,28.9218885,MCCLANAHAN,SABINE OIL & GAS INCORPORATED,76
8219,-97.630778,28.9218273,MCCLANAHAN,SABINE OIL & GAS INCORPORATED,76
8220,-97.6308085,28.9217635,MCCLANAHAN,SABINE OIL & GAS INCORPORATED,44
8221,-97.7359167,28.9877083,SEIFERT C,DEVON ENERGY PRODUCTION COMPANY L P,33
8222,-97.7359861,28.9877083,SEIFERT C,DEVON ENERGY PRODUCTION COMPANY L P,30
8223,-97.5698194,29.1046111,CROZIER A,DEVON ENERGY PRODUCTION COMPANY L P,70
8224,-97.6382528,29.0578194,HAHN C W UNIT A,BURLINGTON RESOURCES O&G CO LP,48
8225,-97.5698417,29.104575,CROZIER A,DEVON ENERGY PRODUCTION COMPANY L P,41
8226,-97.594575,29.0047306,RESSMAN 01,PIONEER NATURAL RESOURCES USA INC,19
8227,-97.5946194,29.0046583,RESSMAN 01,PIONEER NATURAL RESOURCES USA INC,1
8228,-97.5946667,29.0045889,RESSMAN 01,PIONEER NATURAL RESOURCES USA INC,15
8229,-97.3847373,29.239064,HANSEN A,DEVON ENERGY PRODUCTION COMPANY L P,29
8230,-97.3848946,29.2389109,HANSEN B,DEVON ENERGY PRODUCTION COMPANY L P,63
8231,-97.3847686,29.2390333,HANSEN B,DEVON ENERGY PRODUCTION COMPANY L P,71
8232,-97.3848318,29.2389721,HANSEN B,DEVON ENERGY PRODUCTION COMPANY L P,11
8233,-97.3848611,29.2389389,HANSEN A,DEVON ENERGY PRODUCTION COMPANY L P,80
8234,-97.384799,29.2390027,HANSEN A,DEVON ENERGY PRODUCTION COMPANY L P,27
8235,-97.5665306,29.1102917,CROZIER A,DEVON ENERGY PRODUCTION COMPANY L P,9
8236,-97.5664889,29.1102694,CROZIER A,DEVON ENERGY PRODUCTION COMPANY L P,82
8237,-97.56645,29.1102472,CROZIER A,DEVON ENERGY PRODUCTION COMPANY L P,72
8238,-97.5663694,29.1102028,CROZIER A,DEVON ENERGY PRODUCTION COMPANY L P,24
8239,-97.5664111,29.110225,CROZIER A,DEVON ENERGY PRODUCTION COMPANY L P,1
8240,-97.4259722,29.2349167,ORO NEGRO UNIT 3,GEOSOUTHERN ENERGY CORPORATION,76
8241,-97.4260208,29.2349252,ORO NEGRO UNIT 3,GEOSOUTHERN ENERGY CORPORATION,11
8242,-97.425982,29.2346858,ORO NEGRO UNIT 3,GEOSOUTHERN ENERGY CORPORATION,49
8243,-97.4260361,29.2347028,ORO NEGRO UNIT 3,GEOSOUTHERN ENERGY CORPORATION,3
8244,-97.4260819,29.2347141,ORO NEGRO UNIT 3,GEOSOUTHERN ENERGY CORPORATION,82
8245,-97.4259417,29.2346833,ORO NEGRO UNIT 3,GEOSOUTHERN ENERGY CORPORATION,95
8246,-97.7208262,28.9701612,SEIFERT B,DEVON ENERGY PRODUCTION COMPANY L P,19
8247,-97.5082412,29.1067458,FISHER B,DEVON ENERGY PRODUCTION COMPANY L P,61
8248,-97.5082543,29.1067075,IBROM A,DEVON ENERGY PRODUCTION COMPANY L P,25
8249,-97.4943723,29.0418694,RIEDESEL 02,PIONEER NATURAL RESOURCES USA INC,79
8250,-97.508271,29.1066686,IBROM A,DEVON ENERGY PRODUCTION COMPANY L P,59
8251,-97.6672379,29.0083921,NELSON A,DEVON ENERGY PRODUCTION COMPANY L P,32
8252,-97.6672508,29.0083526,NELSON A,DEVON ENERGY PRODUCTION COMPANY L P,87
8253,-97.6382556,29.0577639,RICE UNIVERSITY,BURLINGTON RESOURCES O&G CO LP,65
8254,-97.6382528,29.057875,RICE UNIVERSITY,BURLINGTON RESOURCES O&G CO LP,32
8255,-97.6382521,29.0579291,RICE UNIVERSITY,BURLINGTON RESOURCES O&G CO LP,48
8256,-97.6088389,29.0897028,TURBO UNIT C,BURLINGTON RESOURCES O&G CO LP,6
8257,-97.6088633,29.0896508,TURBO UNIT B-C (ALLOCATION),BURLINGTON RESOURCES O&G CO LP,78
8258,-97.53,29.1372222,MAURER UNIT A,BURLINGTON RESOURCES O&G CO LP,38
8259,-97.6057988,29.099488,MOORE UNIT A,BURLINGTON RESOURCES O&G CO LP,64
8260,-97.5303372,29.1398152,MAURER UNIT D,BURLINGTON RESOURCES O&G CO LP,27
8261,-97.5303361,29.1397528,MAURER UNIT D,BURLINGTON RESOURCES O&G CO LP,51
8262,-97.5303417,29.1396972,MAURER UNIT D,BURLINGTON RESOURCES O&G CO LP,8
8263,-97.7253291,28.9900354,SEIFERT A,DEVON ENERGY PRODUCTION COMPANY L P,48
8264,-97.725329,28.9899529,SEIFERT B,DEVON ENERGY PRODUCTION COMPANY L P,7
8265,-97.3348612,29.3135694,KELLEY WILSON UNIT,EOG RESOURCES INCORPORATED,5
8266,-97.33495,29.313625,KELLEY WILSON UNIT,EOG RESOURCES INCORPORATED,45
8267,-97.3347723,29.3135139,KELLEY WILSON UNIT,EOG RESOURCES INCORPORATED,93
8268,-97.5839362,29.12415,DIO UNIT,EOG RESOURCES INCORPORATED,88
8269,-97.3689472,29.1791863,WILD UNIT A,BURLINGTON RESOURCES O&G CO LP,33
8270,-97.5271455,29.1268327,MUELLER A UNIT B,BURLINGTON RESOURCES O&G CO LP,23
8271,-97.5838834,29.1242361,DIO UNIT,EOG RESOURCES INCORPORATED,49
8272,-97.4372639,29.2150361,BISHOP A,DEVON ENERGY PRODUCTION COMPANY L P,55
8273,-97.437326,29.2150412,BISHOP A,DEVON ENERGY PRODUCTION COMPANY L P,95
8274,-97.4371389,29.215025,BISHOP A,DEVON ENERGY PRODUCTION COMPANY L P,65
8275,-97.437201,29.2150306,BISHOP A,DEVON ENERGY PRODUCTION COMPANY L P,97
8276,-97.2936723,29.1842389,LEY,MARATHON OIL EF LLC,43
8277,-97.3347187,29.2045759,STEELE PARTNERS B,DEVON ENERGY PRODUCTION COMPANY L P,34
8278,-97.3061139,29.2719639,LEWTON FRANCES,MATADOR PRODUCTION COMPANY,24
8279,-97.6003994,29.119742,TAYLOR UNIT B,BURLINGTON RESOURCES O&G CO LP,1
8280,-97.3347215,29.2045342,STEELE PARTNERS B,DEVON ENERGY PRODUCTION COMPANY L P,76
8281,-97.4811083,29.1641833,BOWEN J UNIT A,BURLINGTON RESOURCES O&G CO LP,58
8282,-97.4810583,29.1641472,BOWEN J UNIT A,BURLINGTON RESOURCES O&G CO LP,38
8283,-97.4810083,29.1641139,BOWEN J UNIT A,BURLINGTON RESOURCES O&G CO LP,30
8284,-97.3170722,29.2076694,HERMANN J `C` (AW),DEVON ENERGY PRODUCTION COMPANY L P,20
8285,-97.3171028,29.2077,HERMANN J `C`,DEVON ENERGY PRODUCTION COMPANY L P,39
8286,-97.6003445,29.1197166,TAYLOR UNIT B,BURLINGTON RESOURCES O&G CO LP,26
8287,-97.5635167,29.1161778,WALTERS A,DEVON ENERGY PRODUCTION COMPANY L P,51
8288,-97.5303278,29.1398611,MAURER UNIT D,BURLINGTON RESOURCES O&G CO LP,56
8289,-97.2559827,29.3244231,GERDES UNIT,TEAL OPERATING LLC,65
8290,-97.57775,29.0699464,BORGFELD UNIT A,BURLINGTON RESOURCES O&G CO LP,63
8291,-97.6739048,29.0472151,KLEIN G UNIT C,BURLINGTON RESOURCES O&G CO LP,71
8292,-97.6865833,29.0486501,KLEIN G UNIT B,BURLINGTON RESOURCES O&G CO LP,99
8293,-97.6160222,28.9443472,T BIRD UNIT,SABINE OIL & GAS INCORPORATED,31
8294,-97.6160611,28.9442889,T BIRD UNIT,SABINE OIL & GAS INCORPORATED,77
8295,-97.5635336,29.116142,WALTERS A,DEVON ENERGY PRODUCTION COMPANY L P,54
8296,-97.5635531,29.1171935,WALTERS A,DEVON ENERGY PRODUCTION COMPANY L P,31
8297,-97.5635725,29.1160669,WALTERS A,DEVON ENERGY PRODUCTION COMPANY L P,37
8298,-97.5635917,29.1160283,WALTERS A,DEVON ENERGY PRODUCTION COMPANY L P,15
8299,-97.5609,29.0122694,SCHORLEMER HOPE 01,PIONEER NATURAL RESOURCES USA INC,21
8300,-97.5610639,29.01235,SCHORLEMER HOPE 01,PIONEER NATURAL RESOURCES USA INC,35
8301,-97.5609833,29.0123111,SCHORLEMER HOPE 01,PIONEER NATURAL RESOURCES USA INC,25
8302,-97.5611472,29.0123917,SCHORLEMER HOPE 01,PIONEER NATURAL RESOURCES USA INC,25
8303,-97.6281318,29.0874836,BEDNORZ B,DEVON ENERGY PRODUCTION COMPANY L P,25
8304,-97.628179,29.0874891,BEDNORZ B,DEVON ENERGY PRODUCTION COMPANY L P,83
8305,-97.5672333,29.0331278,WARLING 01,PIONEER NATURAL RESOURCES USA INC,13
8306,-97.5275043,29.1280391,MARALDO A-403,BURLINGTON RESOURCES O&G CO LP,69
8307,-97.6121556,29.0775556,BEDNORZ B,DEVON ENERGY PRODUCTION COMPANY L P,77
8308,-97.6282261,29.0874975,BEDNORZ B,DEVON ENERGY PRODUCTION COMPANY L P,88
8309,-97.612171,29.0775997,BEDNORZ B,DEVON ENERGY PRODUCTION COMPANY L P,98
8310,-97.6121932,29.0776385,BEDNORZ B,DEVON ENERGY PRODUCTION COMPANY L P,35
8311,-97.6121932,29.0776774,BEDNORZ B,DEVON ENERGY PRODUCTION COMPANY L P,7
8312,-97.6122043,29.0777191,BEDNORZ B,DEVON ENERGY PRODUCTION COMPANY L P,77
8313,-97.5614975,29.1153947,BAKER G `A`,DEVON ENERGY PRODUCTION COMPANY L P,14
8314,-97.5615142,29.1153586,BAKER G `A`,DEVON ENERGY PRODUCTION COMPANY L P,59
8315,-97.5615336,29.1153197,BAKER G `A`,DEVON ENERGY PRODUCTION COMPANY L P,6
8316,-97.5615531,29.1152836,BAKER G `A`,DEVON ENERGY PRODUCTION COMPANY L P,50
8317,-97.5615725,29.1152447,BAKER G `A`,DEVON ENERGY PRODUCTION COMPANY L P,72
8318,-97.5542778,29.0248917,SCHORLEMER 02,PIONEER NATURAL RESOURCES USA INC,92
8319,-97.5542333,29.0249639,SCHORLEMER 02,PIONEER NATURAL RESOURCES USA INC,33
8320,-97.5541861,29.0250361,SCHORLEMER 02,PIONEER NATURAL RESOURCES USA INC,64
8321,-97.3742658,29.2388832,MUIR D,DEVON ENERGY PRODUCTION COMPANY L P,46
8322,-97.5541417,29.0251083,SCHORLEMER 02,PIONEER NATURAL RESOURCES USA INC,82
8323,-97.3743547,29.2388582,MUIR D,DEVON ENERGY PRODUCTION COMPANY L P,39
8324,-97.3744436,29.2388303,MUIR D,DEVON ENERGY PRODUCTION COMPANY L P,6
8325,-97.3744333,29.2388028,HANSEN A,DEVON ENERGY PRODUCTION COMPANY L P,46
8326,-97.3742194,29.2388944,MUIR E,DEVON ENERGY PRODUCTION COMPANY L P,64
8327,-97.3743103,29.2388693,MUIR E,DEVON ENERGY PRODUCTION COMPANY L P,43
8328,-97.3743992,29.2388443,MUIR E,DEVON ENERGY PRODUCTION COMPANY L P,12
8329,-97.5948473,29.1102277,TAYLOR UNIT A,BURLINGTON RESOURCES O&G CO LP,38
8330,-97.5948195,29.110275,TAYLOR UNIT A,BURLINGTON RESOURCES O&G CO LP,10
8331,-97.5947889,29.110325,TAYLOR UNIT A,BURLINGTON RESOURCES O&G CO LP,99
8332,-97.6640138,28.9386355,BLACKWELL W A GAS UNIT 1,STATOIL TEXAS ONSHORE PROPERTY LLC,48
8333,-97.2205018,29.3404829,FIELDS UNIT,TEAL OPERATING LLC,90
8334,-97.5111099,29.1197144,SEIDEL UNIT A,BURLINGTON RESOURCES O&G CO LP,11
8335,-97.7321333,29.0162702,RUCKMAN RANCH UNIT,BURLINGTON RESOURCES O&G CO LP,16
8336,-97.7321918,29.0162889,RUCKMAN RANCH UNIT,BURLINGTON RESOURCES O&G CO LP,62
8337,-97.7155222,28.9994444,RUCKMAN RANCH UNIT,BURLINGTON RESOURCES O&G CO LP,54
8338,-97.7155222,28.9995,RUCKMAN RANCH UNIT,BURLINGTON RESOURCES O&G CO LP,96
8339,-97.7288334,29.0183805,RUCKMAN RANCH UNIT,BURLINGTON RESOURCES O&G CO LP,6
8340,-97.7412219,29.0011528,RUCKMAN RANCH UNIT,BURLINGTON RESOURCES O&G CO LP,40
8341,-97.6615961,28.9297371,BLACKWELL GAS UNIT 2,STATOIL TEXAS ONSHORE PROPERTY LLC,73
8342,-97.661644,28.9296826,BLACKWELL GAS UNIT 2,STATOIL TEXAS ONSHORE PROPERTY LLC,50
8343,-97.6212167,28.9313444,BUCHHORN,SABINE OIL & GAS INCORPORATED,27
8344,-97.6212889,28.9313194,BUCHHORN,SABINE OIL & GAS INCORPORATED,75
8345,-97.6213611,28.9312944,BUCHHORN,SABINE OIL & GAS INCORPORATED,92
8346,-97.3437117,29.2891602,STEEN UNIT A,BURLINGTON RESOURCES O&G CO LP,91
8347,-97.3156444,29.3264139,JUSTISS UNIT,EOG RESOURCES INCORPORATED,87
8348,-97.6857472,29.0566444,RUDD UNIT,ENCANA OIL & GAS (USA) INCORPORATED,59
8349,-97.6857111,29.0565972,RUDD UNIT,ENCANA OIL & GAS (USA) INCORPORATED,27
8350,-97.3155667,29.3264833,JUSTISS UNIT,EOG RESOURCES INCORPORATED,100
8351,-97.5303806,29.1379083,MAURER UNIT A,BURLINGTON RESOURCES O&G CO LP,47
8352,-97.5303579,29.1378809,MAURER UNIT A,BURLINGTON RESOURCES O&G CO LP,19
8353,-97.5303778,29.1379611,MAURER UNIT A,BURLINGTON RESOURCES O&G CO LP,88
8354,-97.5262672,29.1480917,MAURER UNIT B,BURLINGTON RESOURCES O&G CO LP,85
8355,-97.5262175,29.1480556,MAURER UNIT B,BURLINGTON RESOURCES O&G CO LP,10
8356,-97.5261678,29.1480222,MAURER UNIT B,BURLINGTON RESOURCES O&G CO LP,26
8357,-97.5261214,29.1479861,MAURER UNIT B,BURLINGTON RESOURCES O&G CO LP,41
8358,-97.5110837,29.1197456,SEIDEL UNIT A,BURLINGTON RESOURCES O&G CO LP,99
8359,-97.1903611,29.3120444,LANGLEY UNIT,TEAL OPERATING LLC,14
8360,-97.6739072,29.0472701,WEISCHWILL UNIT A,BURLINGTON RESOURCES O&G CO LP,28
8361,-97.5708334,29.132875,DIO UNIT,EOG RESOURCES INCORPORATED,25
8362,-97.5705111,29.0605524,ADIX UNIT A,BURLINGTON RESOURCES O&G CO LP,94
8363,-97.5707806,29.1329583,DIO UNIT,EOG RESOURCES INCORPORATED,55
8364,-97.5955625,29.0542833,JANSKY UNIT A,BURLINGTON RESOURCES O&G CO LP,8
8365,-97.3885173,29.238899,HANSEN A,DEVON ENERGY PRODUCTION COMPANY L P,29
8366,-97.437076,29.215025,BISHOP A,DEVON ENERGY PRODUCTION COMPANY L P,25
8367,-97.515725,29.1600556,BRASWELL UNIT B,BURLINGTON RESOURCES O&G CO LP,25
8368,-97.515675,29.1600222,BRASWELL UNIT B,BURLINGTON RESOURCES O&G CO LP,10
8369,-97.515625,29.159989,BRASWELL UNIT B,BURLINGTON RESOURCES O&G CO LP,16
8370,-97.5178175,29.1639,BRASWELL UNIT A,BURLINGTON RESOURCES O&G CO LP,48
8371,-97.3154917,29.3265528,JUSTISS UNIT,EOG RESOURCES INCORPORATED,9
8372,-97.4261722,29.2347334,ORO NEGRO UNIT 3,GEOSOUTHERN ENERGY CORPORATION,35
8373,-97.4261285,29.2347223,ORO NEGRO UNIT 3,GEOSOUTHERN ENERGY CORPORATION,81
8374,-97.5977667,29.0062028,BRUNS 01,PIONEER NATURAL RESOURCES USA INC,33
8375,-97.4262203,29.2347439,ORO NEGRO UNIT 3,GEOSOUTHERN ENERGY CORPORATION,33
8376,-97.2148472,29.34935,JANAK UNIT,TEAL OPERATING LLC,73
8377,-97.2165723,29.348175,JANAK UNIT,TEAL OPERATING LLC,50
8378,-97.2147689,29.3493461,JANAK UNIT,TEAL OPERATING LLC,61
8379,-97.2164945,29.3481694,KAISER UNIT,TEAL OPERATING LLC,49
8380,-97.2164167,29.3481639,KAISER UNIT,TEAL OPERATING LLC,14
8381,-97.4311083,29.2182583,ORO NEGRO UNIT 1,GEOSOUTHERN ENERGY CORPORATION,55
8382,-97.4313733,29.218175,ORO NEGRO UNIT 1,GEOSOUTHERN ENERGY CORPORATION,25
8383,-97.4313317,29.2181914,ORO NEGRO UNIT 1,GEOSOUTHERN ENERGY CORPORATION,57
8384,-97.4312806,29.2182028,ORO NEGRO UNIT 1,GEOSOUTHERN ENERGY CORPORATION,95
8385,-97.4312428,29.2182167,ORO NEGRO UNIT 1,GEOSOUTHERN ENERGY CORPORATION,58
8386,-97.4311978,29.2182331,ORO NEGRO UNIT 1,GEOSOUTHERN ENERGY CORPORATION,36
8387,-97.4311539,29.2182468,ORO NEGRO UNIT 1,GEOSOUTHERN ENERGY CORPORATION,18
8388,-97.5101862,29.1862666,DYLAN UNIT,EOG RESOURCES INCORPORATED,47
8389,-97.6041583,29.1034389,RUCKA UNIT A,BURLINGTON RESOURCES O&G CO LP,76
8390,-97.6042056,29.1034028,RUCKA UNIT A,BURLINGTON RESOURCES O&G CO LP,5
8391,-97.60425,29.1033639,RUCKA UNIT A,BURLINGTON RESOURCES O&G CO LP,70
8392,-97.3024569,29.2716506,LEWTON FRANCES,MATADOR PRODUCTION COMPANY,12
8393,-97.5807167,29.125375,WALTERS A,DEVON ENERGY PRODUCTION COMPANY L P,37
8394,-97.5807306,29.1253361,WALTERS A,DEVON ENERGY PRODUCTION COMPANY L P,66
8395,-97.5807472,29.1252972,WALTERS A,DEVON ENERGY PRODUCTION COMPANY L P,86
8396,-97.3024528,29.2716917,LEWTON FRANCES,MATADOR PRODUCTION COMPANY,2
8397,-97.5726613,29.1252424,WALTERS A,DEVON ENERGY PRODUCTION COMPANY L P,14
8398,-97.5726389,29.1252778,WALTERS A,DEVON ENERGY PRODUCTION COMPANY L P,76
8399,-97.5455917,29.1110278,BAKER G `A`,DEVON ENERGY PRODUCTION COMPANY L P,81
8400,-97.5455556,29.111,BAKER G `A`,DEVON ENERGY PRODUCTION COMPANY L P,79
8401,-97.4530083,29.176425,IMMENHAUSER A,DEVON ENERGY PRODUCTION COMPANY L P,84
8402,-97.4529639,29.17644,IMMENHAUSER A,DEVON ENERGY PRODUCTION COMPANY L P,98
8403,-97.4529217,29.1764528,IMMENHAUSER A,DEVON ENERGY PRODUCTION COMPANY L P,12
8404,-97.4528917,29.1764667,IMMENHAUSER A,DEVON ENERGY PRODUCTION COMPANY L P,84
8405,-97.448572,29.1777022,IMMENHAUSER A,DEVON ENERGY PRODUCTION COMPANY L P,47
8406,-97.4485272,29.1777127,IMMENHAUSER A,DEVON ENERGY PRODUCTION COMPANY L P,57
8407,-97.4484806,29.1777278,IMMENHAUSER A,DEVON ENERGY PRODUCTION COMPANY L P,86
8408,-97.4484361,29.1777389,IMMENHAUSER A,DEVON ENERGY PRODUCTION COMPANY L P,59
8409,-97.2241778,29.3312444,FIELDS UNIT,TEAL OPERATING LLC,57
8410,-97.45065,29.1613917,IMMENHAUSER A,DEVON ENERGY PRODUCTION COMPANY L P,93
8411,-97.450603,29.161406,IMMENHAUSER A,DEVON ENERGY PRODUCTION COMPANY L P,68
8412,-97.2241,29.3312389,FIELDS UNIT,TEAL OPERATING LLC,41
8413,-97.4508227,29.1613336,CANTU A,DEVON ENERGY PRODUCTION COMPANY L P,71
8414,-97.4507786,29.1613478,CANTU A,DEVON ENERGY PRODUCTION COMPANY L P,99
8415,-97.4507343,29.1613622,CANTU A,DEVON ENERGY PRODUCTION COMPANY L P,16
8416,-97.4506889,29.161375,CANTU A,DEVON ENERGY PRODUCTION COMPANY L P,59
8417,-97.6523698,28.9577159,GOHLKE UNIT A,BURLINGTON RESOURCES O&G CO LP,49
8418,-97.6042973,29.1033277,RUCKA UNIT A,BURLINGTON RESOURCES O&G CO LP,80
8419,-97.6425679,28.9348939,KEACH GAS UNIT 1,STATOIL TEXAS ONSHORE PROPERTY LLC,55
8420,-97.642617,28.9348401,KEACH GAS UNIT 1,STATOIL TEXAS ONSHORE PROPERTY LLC,64
8421,-97.5406175,29.1368194,MUELLER A UNIT B,BURLINGTON RESOURCES O&G CO LP,47
8422,-97.2234,29.3299666,ADAMEK UNIT,TEAL OPERATING LLC,77
8423,-97.6585468,29.0010086,VASBINDER A,DEVON ENERGY PRODUCTION COMPANY L P,77
8424,-97.658525,29.0010722,VASBINDER A,DEVON ENERGY PRODUCTION COMPANY L P,73
8425,-97.6585028,29.0011083,VASBINDER A,DEVON ENERGY PRODUCTION COMPANY L P,48
8426,-97.658925,29.0004194,VASBINDER A,DEVON ENERGY PRODUCTION COMPANY L P,41
8427,-97.4483477,29.1777677,IMMENHAUSER A,DEVON ENERGY PRODUCTION COMPANY L P,60
8428,-97.4483944,29.1777556,IMMENHAUSER A,DEVON ENERGY PRODUCTION COMPANY L P,19
8429,-97.5947139,29.0045167,RESSMAN 01,PIONEER NATURAL RESOURCES USA INC,60
8430,-97.5947583,29.0044444,RESSMAN 01,PIONEER NATURAL RESOURCES USA INC,12
8431,-97.5876556,29.0079361,HOPE 01,PIONEER NATURAL RESOURCES USA INC,21
8432,-97.5876167,29.0080111,HOPE 01,PIONEER NATURAL RESOURCES USA INC,5
8433,-97.5875778,29.0080861,HOPE 01,PIONEER NATURAL RESOURCES USA INC,53
8434,-97.2344778,29.29695,POTH UNIT,TEAL OPERATING LLC,9
8435,-97.2533625,29.3132425,LANGHOFF UNIT A,TEAL OPERATING LLC,17
8436,-97.2533917,29.3131777,RATHKAMP UNIT,TEAL OPERATING LLC,69
8437,-97.5827695,28.9942639,RESSMAN 01,PIONEER NATURAL RESOURCES USA INC,9
8438,-97.58285,28.994225,RESSMAN 01,PIONEER NATURAL RESOURCES USA INC,3
8439,-97.5827694,28.9942639,RESSMAN 01,PIONEER NATURAL RESOURCES USA INC,50
8440,-97.583014,28.994144,RESSMAN 01,PIONEER NATURAL RESOURCES USA INC,10
8441,-97.5965811,29.0516639,JANSKY UNIT B,BURLINGTON RESOURCES O&G CO LP,55
